"WEEK","ISOWEEKS","YEARWEEK","SUM","PRICE","PROMO","CATEGORY"
153,1991-12-01 12:00:00,"1991-47",197267,0.455,1,"FrontEnd Candies"
153,1991-12-01 12:00:00,"1991-47",122647,1.465,1,"Frozen Juice"
153,1991-12-01 12:00:00,"1991-47",113890,1.75,1,"Bottled Juice"
153,1991-12-01 12:00:00,"1991-47",737873,1.245,1,"Soft Drink"
154,1991-12-08 12:00:00,"1991-48",53990,2.495,1,"Beer"
154,1991-12-08 12:00:00,"1991-48",2266,0.995,1,"Bath Soap"
154,1991-12-08 12:00:00,"1991-48",192093,0.455,1,"FrontEnd Candies"
154,1991-12-08 12:00:00,"1991-48",198254,1.39,1,"Frozen Juice"
154,1991-12-08 12:00:00,"1991-48",111554,1.95,1,"Bottled Juice"
154,1991-12-08 12:00:00,"1991-48",708628,0.995,1,"Soft Drink"
155,1991-12-15 12:00:00,"1991-49",51040,1.745,1,"Beer"
155,1991-12-15 12:00:00,"1991-49",2451,1.07,1,"Bath Soap"
155,1991-12-15 12:00:00,"1991-49",243136,0.455,1,"FrontEnd Candies"
155,1991-12-15 12:00:00,"1991-49",147155,1.24,1,"Frozen Juice"
155,1991-12-15 12:00:00,"1991-49",113355,1.99,1,"Bottled Juice"
155,1991-12-15 12:00:00,"1991-49",602562,1.5,1,"Soft Drink"
156,1991-12-22 12:00:00,"1991-50",63384,5.35666666666667,1,"Beer"
156,1991-12-22 12:00:00,"1991-50",2271,2.17,1,"Bath Soap"
156,1991-12-22 12:00:00,"1991-50",222376,0.45,1,"FrontEnd Candies"
156,1991-12-22 12:00:00,"1991-50",154998,1.33,1,"Frozen Juice"
156,1991-12-22 12:00:00,"1991-50",107593,2.02,1,"Bottled Juice"
156,1991-12-22 12:00:00,"1991-50",556848,2.09,1,"Soft Drink"
157,1991-12-29 12:00:00,"1991-51",47449,4.99333333333333,1,"Beer"
157,1991-12-29 12:00:00,"1991-51",2237,1.085,1,"Bath Soap"
157,1991-12-29 12:00:00,"1991-51",194015,0.45,1,"FrontEnd Candies"
157,1991-12-29 12:00:00,"1991-51",195244,1.19,1,"Frozen Juice"
157,1991-12-29 12:00:00,"1991-51",108736,1.99,1,"Bottled Juice"
157,1991-12-29 12:00:00,"1991-51",544338,1.59,1,"Soft Drink"
158,1992-01-05 12:00:00,"1992-00",48042,2.145,1,"Beer"
158,1992-01-05 12:00:00,"1992-00",2159,0,0,"Bath Soap"
158,1992-01-05 12:00:00,"1992-00",205694,0.45,1,"FrontEnd Candies"
158,1992-01-05 12:00:00,"1992-00",125381,1.33,1,"Frozen Juice"
158,1992-01-05 12:00:00,"1992-00",112403,1.695,1,"Bottled Juice"
158,1992-01-05 12:00:00,"1992-00",490760,1.59,1,"Soft Drink"
159,1992-01-12 12:00:00,"1992-01",46285,5.32666666666667,1,"Beer"
159,1992-01-12 12:00:00,"1992-01",2319,1.245,1,"Bath Soap"
159,1992-01-12 12:00:00,"1992-01",202866,0.44,1,"FrontEnd Candies"
159,1992-01-12 12:00:00,"1992-01",148194,1.29,1,"Frozen Juice"
159,1992-01-12 12:00:00,"1992-01",105998,1.84,1,"Bottled Juice"
159,1992-01-12 12:00:00,"1992-01",646761,0.41,1,"Soft Drink"
160,1992-01-19 12:00:00,"1992-02",42179,5.82666666666667,1,"Beer"
160,1992-01-19 12:00:00,"1992-02",1994,1.245,1,"Bath Soap"
160,1992-01-19 12:00:00,"1992-02",201003,0.46,1,"FrontEnd Candies"
160,1992-01-19 12:00:00,"1992-02",106774,1.46,1,"Frozen Juice"
160,1992-01-19 12:00:00,"1992-02",95357,1.99,1,"Bottled Juice"
160,1992-01-19 12:00:00,"1992-02",569851,1.16,1,"Soft Drink"
161,1992-01-26 12:00:00,"1992-03",43163,2.495,1,"Beer"
161,1992-01-26 12:00:00,"1992-03",2141,1.245,1,"Bath Soap"
161,1992-01-26 12:00:00,"1992-03",190236,0.46,1,"FrontEnd Candies"
161,1992-01-26 12:00:00,"1992-03",108706,1.43,1,"Frozen Juice"
161,1992-01-26 12:00:00,"1992-03",121669,1.86,1,"Bottled Juice"
161,1992-01-26 12:00:00,"1992-03",503886,0.445,1,"Soft Drink"
162,1992-02-02 12:00:00,"1992-04",46071,5.32666666666667,1,"Beer"
162,1992-02-02 12:00:00,"1992-04",2321,1.245,1,"Bath Soap"
162,1992-02-02 12:00:00,"1992-04",203613,0.57,1,"FrontEnd Candies"
162,1992-02-02 12:00:00,"1992-04",122234,1.46,1,"Frozen Juice"
162,1992-02-02 12:00:00,"1992-04",144117,1.79,1,"Bottled Juice"
162,1992-02-02 12:00:00,"1992-04",569761,2.79,1,"Soft Drink"
163,1992-02-09 12:00:00,"1992-05",48724,2.245,1,"Beer"
163,1992-02-09 12:00:00,"1992-05",2460,1.245,1,"Bath Soap"
163,1992-02-09 12:00:00,"1992-05",189186,0.52,1,"FrontEnd Candies"
163,1992-02-09 12:00:00,"1992-05",136494,1.49,1,"Frozen Juice"
163,1992-02-09 12:00:00,"1992-05",114296,1.79,1,"Bottled Juice"
163,1992-02-09 12:00:00,"1992-05",760234,0.99,1,"Soft Drink"
164,1992-02-16 12:00:00,"1992-06",48205,1.745,1,"Beer"
164,1992-02-16 12:00:00,"1992-06",2498,1.245,1,"Bath Soap"
164,1992-02-16 12:00:00,"1992-06",151276,0.555,1,"FrontEnd Candies"
164,1992-02-16 12:00:00,"1992-06",145607,1.46,1,"Frozen Juice"
164,1992-02-16 12:00:00,"1992-06",136522,1.99,1,"Bottled Juice"
164,1992-02-16 12:00:00,"1992-06",458796,1.62,1,"Soft Drink"
165,1992-02-23 12:00:00,"1992-07",40459,2.94,1,"Beer"
165,1992-02-23 12:00:00,"1992-07",2548,1.69,1,"Bath Soap"
165,1992-02-23 12:00:00,"1992-07",174401,0.46,1,"FrontEnd Candies"
165,1992-02-23 12:00:00,"1992-07",122185,1.46,1,"Frozen Juice"
165,1992-02-23 12:00:00,"1992-07",105577,1.89,1,"Bottled Juice"
165,1992-02-23 12:00:00,"1992-07",565311,1.44,1,"Soft Drink"
166,1992-03-01 12:00:00,"1992-08",43056,1.645,1,"Beer"
166,1992-03-01 12:00:00,"1992-08",2322,1.085,1,"Bath Soap"
166,1992-03-01 12:00:00,"1992-08",170339,0.455,1,"FrontEnd Candies"
166,1992-03-01 12:00:00,"1992-08",125033,1.42,1,"Frozen Juice"
166,1992-03-01 12:00:00,"1992-08",137925,1.89,1,"Bottled Juice"
166,1992-03-01 12:00:00,"1992-08",483909,1.49,1,"Soft Drink"
167,1992-03-08 12:00:00,"1992-09",63834,2.495,1,"Beer"
167,1992-03-08 12:00:00,"1992-09",2660,1.085,1,"Bath Soap"
167,1992-03-08 12:00:00,"1992-09",208203,0.455,1,"FrontEnd Candies"
167,1992-03-08 12:00:00,"1992-09",182142,1.09,1,"Frozen Juice"
167,1992-03-08 12:00:00,"1992-09",143609,1.99,1,"Bottled Juice"
167,1992-03-08 12:00:00,"1992-09",855692,0.99,1,"Soft Drink"
168,1992-03-15 12:00:00,"1992-10",42647,2.495,1,"Beer"
168,1992-03-15 12:00:00,"1992-10",1909,1.32,1,"Bath Soap"
168,1992-03-15 12:00:00,"1992-10",159077,0.455,1,"FrontEnd Candies"
168,1992-03-15 12:00:00,"1992-10",101483,1.32,1,"Frozen Juice"
168,1992-03-15 12:00:00,"1992-10",92333,1.99,1,"Bottled Juice"
168,1992-03-15 12:00:00,"1992-10",404654,2.1,1,"Soft Drink"
169,1992-03-22 12:00:00,"1992-11",39975,1.995,1,"Beer"
169,1992-03-22 12:00:00,"1992-11",2320,1.445,1,"Bath Soap"
169,1992-03-22 12:00:00,"1992-11",184086,0.455,1,"FrontEnd Candies"
169,1992-03-22 12:00:00,"1992-11",129419,1.41,1,"Frozen Juice"
169,1992-03-22 12:00:00,"1992-11",115032,1.92,1,"Bottled Juice"
169,1992-03-22 12:00:00,"1992-11",792800,0.99,1,"Soft Drink"
170,1992-03-29 12:00:00,"1992-12",41922,2.145,1,"Beer"
170,1992-03-29 12:00:00,"1992-12",2204,2.495,1,"Bath Soap"
170,1992-03-29 12:00:00,"1992-12",187449,0.475,1,"FrontEnd Candies"
170,1992-03-29 12:00:00,"1992-12",139007,1.37,1,"Frozen Juice"
170,1992-03-29 12:00:00,"1992-12",130236,1.99,1,"Bottled Juice"
170,1992-03-29 12:00:00,"1992-12",680034,1.39,1,"Soft Drink"
171,1992-04-05 12:00:00,"1992-13",55512,2.495,1,"Beer"
171,1992-04-05 12:00:00,"1992-13",2436,2.495,1,"Bath Soap"
171,1992-04-05 12:00:00,"1992-13",172845,0.495,1,"FrontEnd Candies"
171,1992-04-05 12:00:00,"1992-13",141023,1.32,1,"Frozen Juice"
171,1992-04-05 12:00:00,"1992-13",124676,1.69,1,"Bottled Juice"
171,1992-04-05 12:00:00,"1992-13",709044,0.99,1,"Soft Drink"
172,1992-04-12 12:00:00,"1992-14",56590,2.495,1,"Beer"
172,1992-04-12 12:00:00,"1992-14",2203,2,1,"Bath Soap"
172,1992-04-12 12:00:00,"1992-14",147939,0.45,1,"FrontEnd Candies"
172,1992-04-12 12:00:00,"1992-14",147453,1.34,1,"Frozen Juice"
172,1992-04-12 12:00:00,"1992-14",113252,1.72,1,"Bottled Juice"
172,1992-04-12 12:00:00,"1992-14",686925,1.14,1,"Soft Drink"
173,1992-04-19 12:00:00,"1992-15",50439,2.495,1,"Beer"
173,1992-04-19 12:00:00,"1992-15",2702,1,1,"Bath Soap"
173,1992-04-19 12:00:00,"1992-15",169507,0.47,1,"FrontEnd Candies"
173,1992-04-19 12:00:00,"1992-15",136989,1.5,1,"Frozen Juice"
173,1992-04-19 12:00:00,"1992-15",145104,2.04,1,"Bottled Juice"
173,1992-04-19 12:00:00,"1992-15",641109,0.99,1,"Soft Drink"
174,1992-04-26 12:00:00,"1992-16",38628,2.495,1,"Beer"
174,1992-04-26 12:00:00,"1992-16",2687,0.5325,1,"Bath Soap"
174,1992-04-26 12:00:00,"1992-16",188400,0.465,1,"FrontEnd Candies"
174,1992-04-26 12:00:00,"1992-16",119473,1.35,1,"Frozen Juice"
174,1992-04-26 12:00:00,"1992-16",196967,1.39,1,"Bottled Juice"
174,1992-04-26 12:00:00,"1992-16",713811,1.32,1,"Soft Drink"
175,1992-05-03 12:00:00,"1992-17",39702,2.995,1,"Beer"
175,1992-05-03 12:00:00,"1992-17",3158,1.99,1,"Bath Soap"
175,1992-05-03 12:00:00,"1992-17",182987,0.455,1,"FrontEnd Candies"
175,1992-05-03 12:00:00,"1992-17",147326,1.29,1,"Frozen Juice"
175,1992-05-03 12:00:00,"1992-17",115379,1.89,1,"Bottled Juice"
175,1992-05-03 12:00:00,"1992-17",486633,1.49,1,"Soft Drink"
176,1992-05-10 12:00:00,"1992-18",42704,2.495,1,"Beer"
176,1992-05-10 12:00:00,"1992-18",2778,1.07,1,"Bath Soap"
176,1992-05-10 12:00:00,"1992-18",200174,0.46,1,"FrontEnd Candies"
176,1992-05-10 12:00:00,"1992-18",148817,1.31,1,"Frozen Juice"
176,1992-05-10 12:00:00,"1992-18",162559,1.92,1,"Bottled Juice"
176,1992-05-10 12:00:00,"1992-18",615316,0.94,1,"Soft Drink"
177,1992-05-17 12:00:00,"1992-19",50777,2.495,1,"Beer"
177,1992-05-17 12:00:00,"1992-19",2486,1.245,1,"Bath Soap"
177,1992-05-17 12:00:00,"1992-19",213667,0.455,1,"FrontEnd Candies"
177,1992-05-17 12:00:00,"1992-19",173475,1.33,1,"Frozen Juice"
177,1992-05-17 12:00:00,"1992-19",122943,1.695,1,"Bottled Juice"
177,1992-05-17 12:00:00,"1992-19",909633,1.5,1,"Soft Drink"
178,1992-05-24 12:00:00,"1992-20",37891,2.745,1,"Beer"
178,1992-05-24 12:00:00,"1992-20",2453,1.245,1,"Bath Soap"
178,1992-05-24 12:00:00,"1992-20",209540,0.49,1,"FrontEnd Candies"
178,1992-05-24 12:00:00,"1992-20",141548,1.27,1,"Frozen Juice"
178,1992-05-24 12:00:00,"1992-20",156974,1.93,1,"Bottled Juice"
178,1992-05-24 12:00:00,"1992-20",539561,1.16,1,"Soft Drink"
179,1992-05-31 12:00:00,"1992-21",39736,2.745,1,"Beer"
179,1992-05-31 12:00:00,"1992-21",2636,1.245,1,"Bath Soap"
179,1992-05-31 12:00:00,"1992-21",207355,0.49,1,"FrontEnd Candies"
179,1992-05-31 12:00:00,"1992-21",117461,1.24,1,"Frozen Juice"
179,1992-05-31 12:00:00,"1992-21",158794,1.93,1,"Bottled Juice"
179,1992-05-31 12:00:00,"1992-21",540995,1.99,1,"Soft Drink"
180,1992-06-07 12:00:00,"1992-22",38434,2.995,1,"Beer"
180,1992-06-07 12:00:00,"1992-22",2513,0.945,1,"Bath Soap"
180,1992-06-07 12:00:00,"1992-22",193326,0.45,1,"FrontEnd Candies"
180,1992-06-07 12:00:00,"1992-22",140096,1.34,1,"Frozen Juice"
180,1992-06-07 12:00:00,"1992-22",119650,2.02,1,"Bottled Juice"
180,1992-06-07 12:00:00,"1992-22",515042,1.19,1,"Soft Drink"
181,1992-06-14 12:00:00,"1992-23",39579,3.52666666666667,1,"Beer"
181,1992-06-14 12:00:00,"1992-23",2529,1.69,1,"Bath Soap"
181,1992-06-14 12:00:00,"1992-23",337341,0.45,1,"FrontEnd Candies"
181,1992-06-14 12:00:00,"1992-23",114916,1.27,1,"Frozen Juice"
181,1992-06-14 12:00:00,"1992-23",163208,0.47,1,"Bottled Juice"
181,1992-06-14 12:00:00,"1992-23",739231,1.245,1,"Soft Drink"
182,1992-06-21 12:00:00,"1992-24",39802,1.745,1,"Beer"
182,1992-06-21 12:00:00,"1992-24",2685,0.845,1,"Bath Soap"
182,1992-06-21 12:00:00,"1992-24",223284,0.45,1,"FrontEnd Candies"
182,1992-06-21 12:00:00,"1992-24",193370,1.34,1,"Frozen Juice"
182,1992-06-21 12:00:00,"1992-24",109489,1.89,1,"Bottled Juice"
182,1992-06-21 12:00:00,"1992-24",790650,0.89,1,"Soft Drink"
183,1992-06-28 12:00:00,"1992-25",45568,3.09333333333333,1,"Beer"
183,1992-06-28 12:00:00,"1992-25",2453,1.495,1,"Bath Soap"
183,1992-06-28 12:00:00,"1992-25",221047,0.45,1,"FrontEnd Candies"
183,1992-06-28 12:00:00,"1992-25",185088,1.115,1,"Frozen Juice"
183,1992-06-28 12:00:00,"1992-25",111248,1.89,1,"Bottled Juice"
183,1992-06-28 12:00:00,"1992-25",712001,1.49,1,"Soft Drink"
184,1992-07-05 12:00:00,"1992-26",37323,2.495,1,"Beer"
184,1992-07-05 12:00:00,"1992-26",2168,1.495,1,"Bath Soap"
184,1992-07-05 12:00:00,"1992-26",188400,0.45,1,"FrontEnd Candies"
184,1992-07-05 12:00:00,"1992-26",161556,1.21,1,"Frozen Juice"
184,1992-07-05 12:00:00,"1992-26",178157,1.49,1,"Bottled Juice"
184,1992-07-05 12:00:00,"1992-26",553456,1.49,1,"Soft Drink"
185,1992-07-12 12:00:00,"1992-27",43953,3.16,1,"Beer"
185,1992-07-12 12:00:00,"1992-27",2149,1.285,1,"Bath Soap"
185,1992-07-12 12:00:00,"1992-27",226432,0.45,1,"FrontEnd Candies"
185,1992-07-12 12:00:00,"1992-27",164114,1.39,1,"Frozen Juice"
185,1992-07-12 12:00:00,"1992-27",97562,1.99,1,"Bottled Juice"
185,1992-07-12 12:00:00,"1992-27",848826,1.29,1,"Soft Drink"
186,1992-07-19 12:00:00,"1992-28",40447,1.995,1,"Beer"
186,1992-07-19 12:00:00,"1992-28",2254,1.285,1,"Bath Soap"
186,1992-07-19 12:00:00,"1992-28",188365,0.45,1,"FrontEnd Candies"
186,1992-07-19 12:00:00,"1992-28",150307,1.2,1,"Frozen Juice"
186,1992-07-19 12:00:00,"1992-28",101249,1.99,1,"Bottled Juice"
186,1992-07-19 12:00:00,"1992-28",678462,0.89,1,"Soft Drink"
187,1992-07-26 12:00:00,"1992-29",48815,2.495,1,"Beer"
187,1992-07-26 12:00:00,"1992-29",2129,0,0,"Bath Soap"
187,1992-07-26 12:00:00,"1992-29",182068,0.5,1,"FrontEnd Candies"
187,1992-07-26 12:00:00,"1992-29",127290,1.31,1,"Frozen Juice"
187,1992-07-26 12:00:00,"1992-29",104248,1.85,1,"Bottled Juice"
187,1992-07-26 12:00:00,"1992-29",537170,0.89,1,"Soft Drink"
188,1992-08-02 12:00:00,"1992-30",41192,2.495,1,"Beer"
188,1992-08-02 12:00:00,"1992-30",2335,1.22,1,"Bath Soap"
188,1992-08-02 12:00:00,"1992-30",385394,0.4,1,"FrontEnd Candies"
188,1992-08-02 12:00:00,"1992-30",284191,1.24,1,"Frozen Juice"
188,1992-08-02 12:00:00,"1992-30",94793,1.49,1,"Bottled Juice"
188,1992-08-02 12:00:00,"1992-30",536882,0.81,1,"Soft Drink"
189,1992-08-09 12:00:00,"1992-31",45602,2.995,1,"Beer"
189,1992-08-09 12:00:00,"1992-31",2154,0,0,"Bath Soap"
189,1992-08-09 12:00:00,"1992-31",205158,0.62,1,"FrontEnd Candies"
189,1992-08-09 12:00:00,"1992-31",108499,0.995,1,"Frozen Juice"
189,1992-08-09 12:00:00,"1992-31",135505,1.92,1,"Bottled Juice"
189,1992-08-09 12:00:00,"1992-31",655285,1.91,1,"Soft Drink"
190,1992-08-16 12:00:00,"1992-32",44708,6.315,1,"Beer"
190,1992-08-16 12:00:00,"1992-32",2320,0.895,1,"Bath Soap"
190,1992-08-16 12:00:00,"1992-32",244588,0.69,1,"FrontEnd Candies"
190,1992-08-16 12:00:00,"1992-32",140006,1.19,1,"Frozen Juice"
190,1992-08-16 12:00:00,"1992-32",125287,1.85,1,"Bottled Juice"
190,1992-08-16 12:00:00,"1992-32",758611,1.24,1,"Soft Drink"
191,1992-08-23 12:00:00,"1992-33",59276,5.15666666666667,1,"Beer"
191,1992-08-23 12:00:00,"1992-33",2215,0.745,1,"Bath Soap"
191,1992-08-23 12:00:00,"1992-33",239762,0.39,1,"FrontEnd Candies"
191,1992-08-23 12:00:00,"1992-33",165197,1.19,1,"Frozen Juice"
191,1992-08-23 12:00:00,"1992-33",107213,2.29,1,"Bottled Juice"
191,1992-08-23 12:00:00,"1992-33",1031349,0.99,1,"Soft Drink"
192,1992-08-30 12:00:00,"1992-34",53089,4.49333333333333,1,"Beer"
192,1992-08-30 12:00:00,"1992-34",2313,0.67,1,"Bath Soap"
192,1992-08-30 12:00:00,"1992-34",473181,0.415,1,"FrontEnd Candies"
192,1992-08-30 12:00:00,"1992-34",363850,1.03,1,"Frozen Juice"
192,1992-08-30 12:00:00,"1992-34",105540,1.89,1,"Bottled Juice"
192,1992-08-30 12:00:00,"1992-34",716764,1.34,1,"Soft Drink"
193,1992-09-06 12:00:00,"1992-35",59031,5.3675,1,"Beer"
193,1992-09-06 12:00:00,"1992-35",2362,1.17,1,"Bath Soap"
193,1992-09-06 12:00:00,"1992-35",231480,0.44,1,"FrontEnd Candies"
193,1992-09-06 12:00:00,"1992-35",160703,1.095,1,"Frozen Juice"
193,1992-09-06 12:00:00,"1992-35",193903,1.97,1,"Bottled Juice"
193,1992-09-06 12:00:00,"1992-35",886991,0.99,1,"Soft Drink"
194,1992-09-13 12:00:00,"1992-36",70198,4.3675,1,"Beer"
194,1992-09-13 12:00:00,"1992-36",2355,1.16,1,"Bath Soap"
194,1992-09-13 12:00:00,"1992-36",222452,0.45,1,"FrontEnd Candies"
194,1992-09-13 12:00:00,"1992-36",171373,0.99,1,"Frozen Juice"
194,1992-09-13 12:00:00,"1992-36",115904,1.45,1,"Bottled Juice"
194,1992-09-13 12:00:00,"1992-36",810015,1.175,1,"Soft Drink"
195,1992-09-20 12:00:00,"1992-37",54987,4.16,1,"Beer"
195,1992-09-20 12:00:00,"1992-37",2128,1.22,1,"Bath Soap"
195,1992-09-20 12:00:00,"1992-37",216552,0.455,1,"FrontEnd Candies"
195,1992-09-20 12:00:00,"1992-37",99642,1.21,1,"Frozen Juice"
195,1992-09-20 12:00:00,"1992-37",97548,2.29,1,"Bottled Juice"
195,1992-09-20 12:00:00,"1992-37",642749,1.19,1,"Soft Drink"
196,1992-09-27 12:00:00,"1992-38",59704,5.25666666666667,1,"Beer"
196,1992-09-27 12:00:00,"1992-38",2337,0.795,1,"Bath Soap"
196,1992-09-27 12:00:00,"1992-38",222435,0.45,1,"FrontEnd Candies"
196,1992-09-27 12:00:00,"1992-38",158920,1.18,1,"Frozen Juice"
196,1992-09-27 12:00:00,"1992-38",153683,1.45,1,"Bottled Juice"
196,1992-09-27 12:00:00,"1992-38",804504,0.99,1,"Soft Drink"
197,1992-10-04 12:00:00,"1992-39",61859,4.85666666666667,1,"Beer"
197,1992-10-04 12:00:00,"1992-39",2194,0.995,1,"Bath Soap"
197,1992-10-04 12:00:00,"1992-39",348366,0.39,1,"FrontEnd Candies"
197,1992-10-04 12:00:00,"1992-39",204128,1.19,1,"Frozen Juice"
197,1992-10-04 12:00:00,"1992-39",143669,1.9825,1,"Bottled Juice"
197,1992-10-04 12:00:00,"1992-39",989538,1.32,1,"Soft Drink"
198,1992-10-11 12:00:00,"1992-40",59213,2.495,1,"Beer"
198,1992-10-11 12:00:00,"1992-40",2208,2.745,1,"Bath Soap"
198,1992-10-11 12:00:00,"1992-40",242816,0.4,1,"FrontEnd Candies"
198,1992-10-11 12:00:00,"1992-40",163179,1.17,1,"Frozen Juice"
198,1992-10-11 12:00:00,"1992-40",101134,1.845,1,"Bottled Juice"
198,1992-10-11 12:00:00,"1992-40",905982,1.05,1,"Soft Drink"
199,1992-10-18 12:00:00,"1992-41",76441,3.65666666666667,1,"Beer"
199,1992-10-18 12:00:00,"1992-41",2157,0,0,"Bath Soap"
199,1992-10-18 12:00:00,"1992-41",209828,0.445,1,"FrontEnd Candies"
199,1992-10-18 12:00:00,"1992-41",210090,0.99,1,"Frozen Juice"
199,1992-10-18 12:00:00,"1992-41",98828,1.85,1,"Bottled Juice"
199,1992-10-18 12:00:00,"1992-41",945269,1.07,1,"Soft Drink"
200,1992-10-25 12:00:00,"1992-42",54829,5.16,1,"Beer"
200,1992-10-25 12:00:00,"1992-42",2000,1.285,1,"Bath Soap"
200,1992-10-25 12:00:00,"1992-42",198260,0.45,1,"FrontEnd Candies"
200,1992-10-25 12:00:00,"1992-42",157555,0.99,1,"Frozen Juice"
200,1992-10-25 12:00:00,"1992-42",139777,1.89,1,"Bottled Juice"
200,1992-10-25 12:00:00,"1992-42",783877,1.05,1,"Soft Drink"
201,1992-11-01 12:00:00,"1992-43",57245,4.99333333333333,1,"Beer"
201,1992-11-01 12:00:00,"1992-43",2119,1.285,1,"Bath Soap"
201,1992-11-01 12:00:00,"1992-43",217133,0.465,1,"FrontEnd Candies"
201,1992-11-01 12:00:00,"1992-43",156582,0.99,1,"Frozen Juice"
201,1992-11-01 12:00:00,"1992-43",133153,1.79,1,"Bottled Juice"
201,1992-11-01 12:00:00,"1992-43",849901,0.84,1,"Soft Drink"
202,1992-11-08 12:00:00,"1992-44",56869,4.32666666666667,1,"Beer"
202,1992-11-08 12:00:00,"1992-44",2198,1.295,1,"Bath Soap"
202,1992-11-08 12:00:00,"1992-44",204672,0.44,1,"FrontEnd Candies"
202,1992-11-08 12:00:00,"1992-44",130352,1.055,1,"Frozen Juice"
202,1992-11-08 12:00:00,"1992-44",111119,1.89,1,"Bottled Juice"
202,1992-11-08 12:00:00,"1992-44",700503,1.24,1,"Soft Drink"
203,1992-11-15 12:00:00,"1992-45",55553,3.82666666666667,1,"Beer"
203,1992-11-15 12:00:00,"1992-45",2119,1.295,1,"Bath Soap"
203,1992-11-15 12:00:00,"1992-45",197830,0.435,1,"FrontEnd Candies"
203,1992-11-15 12:00:00,"1992-45",161732,1.09,1,"Frozen Juice"
203,1992-11-15 12:00:00,"1992-45",123704,1.89,1,"Bottled Juice"
203,1992-11-15 12:00:00,"1992-45",697691,1.875,1,"Soft Drink"
204,1992-11-22 12:00:00,"1992-46",52626,1.745,1,"Beer"
204,1992-11-22 12:00:00,"1992-46",2118,1.295,1,"Bath Soap"
204,1992-11-22 12:00:00,"1992-46",207900,0.41,1,"FrontEnd Candies"
204,1992-11-22 12:00:00,"1992-46",144349,1.085,1,"Frozen Juice"
204,1992-11-22 12:00:00,"1992-46",113215,1.89,1,"Bottled Juice"
204,1992-11-22 12:00:00,"1992-46",801750,1.795,1,"Soft Drink"
205,1992-11-29 12:00:00,"1992-47",51039,2.995,1,"Beer"
205,1992-11-29 12:00:00,"1992-47",2155,1.295,1,"Bath Soap"
205,1992-11-29 12:00:00,"1992-47",203630,0.41,1,"FrontEnd Candies"
205,1992-11-29 12:00:00,"1992-47",173592,1.24,1,"Frozen Juice"
205,1992-11-29 12:00:00,"1992-47",99011,2.03,1,"Bottled Juice"
205,1992-11-29 12:00:00,"1992-47",811426,1.745,1,"Soft Drink"
206,1992-12-06 12:00:00,"1992-48",50764,2.995,1,"Beer"
206,1992-12-06 12:00:00,"1992-48",2147,1.16,1,"Bath Soap"
206,1992-12-06 12:00:00,"1992-48",195282,0.41,1,"FrontEnd Candies"
206,1992-12-06 12:00:00,"1992-48",184764,1.24,1,"Frozen Juice"
206,1992-12-06 12:00:00,"1992-48",98146,1.79,1,"Bottled Juice"
206,1992-12-06 12:00:00,"1992-48",699628,1.89,1,"Soft Drink"
207,1992-12-13 12:00:00,"1992-49",47402,2.995,1,"Beer"
207,1992-12-13 12:00:00,"1992-49",2202,1.16,1,"Bath Soap"
207,1992-12-13 12:00:00,"1992-49",276178,0.33,1,"FrontEnd Candies"
207,1992-12-13 12:00:00,"1992-49",128064,1.07,1,"Frozen Juice"
207,1992-12-13 12:00:00,"1992-49",135289,1.92,1,"Bottled Juice"
207,1992-12-13 12:00:00,"1992-49",742046,0.99,1,"Soft Drink"
208,1992-12-20 12:00:00,"1992-50",57437,2.995,1,"Beer"
208,1992-12-20 12:00:00,"1992-50",2256,2.32,1,"Bath Soap"
208,1992-12-20 12:00:00,"1992-50",173485,0.47,1,"FrontEnd Candies"
208,1992-12-20 12:00:00,"1992-50",161293,1.05,1,"Frozen Juice"
208,1992-12-20 12:00:00,"1992-50",102752,1.895,1,"Bottled Juice"
208,1992-12-20 12:00:00,"1992-50",755705,1.39,1,"Soft Drink"
209,1992-12-27 12:00:00,"1992-51",46020,2.495,1,"Beer"
209,1992-12-27 12:00:00,"1992-51",2289,1.16,1,"Bath Soap"
209,1992-12-27 12:00:00,"1992-51",171549,0.43,1,"FrontEnd Candies"
209,1992-12-27 12:00:00,"1992-51",133759,1.09,1,"Frozen Juice"
209,1992-12-27 12:00:00,"1992-51",91109,1.99,1,"Bottled Juice"
209,1992-12-27 12:00:00,"1992-51",613237,1.13,1,"Soft Drink"
210,1993-01-03 12:00:00,"1993-00",41767,2.245,1,"Beer"
210,1993-01-03 12:00:00,"1993-00",2383,2.32,1,"Bath Soap"
210,1993-01-03 12:00:00,"1993-00",159399,0.59,1,"FrontEnd Candies"
210,1993-01-03 12:00:00,"1993-00",123736,1.15,1,"Frozen Juice"
210,1993-01-03 12:00:00,"1993-00",89830,2.32,1,"Bottled Juice"
210,1993-01-03 12:00:00,"1993-00",776849,0.75,1,"Soft Drink"
211,1993-01-10 12:00:00,"1993-01",31130,5.16,1,"Beer"
211,1993-01-10 12:00:00,"1993-01",2282,0.945,1,"Bath Soap"
211,1993-01-10 12:00:00,"1993-01",165121,0.41,1,"FrontEnd Candies"
211,1993-01-10 12:00:00,"1993-01",100140,1.09,1,"Frozen Juice"
211,1993-01-10 12:00:00,"1993-01",75288,2,1,"Bottled Juice"
211,1993-01-10 12:00:00,"1993-01",356743,0.75,1,"Soft Drink"
212,1993-01-17 12:00:00,"1993-02",43289,5.66,1,"Beer"
